review_text,review_rating,review_timestamp,clean_review
"Waze can take you through side streets around a backed up street during a traffic jam or lead you to a U-turn (legal - using an offramp and immediately onto the opposite onramp) on a freeway so you can bypass a walking-speed interchange.  OK, it can also get you lost once in a while. But 95% of the time it's great.",4,13-07-2012 03:25,waze can take you through side streets around a backed up street during a traffic jam or lead you to a u turn legal using an offramp and immediately onto the opposite onramp on a freeway so you can bypass a walking speed interchange ok it can also get you lost once in a while but 95 of the time it s great
Big help!,4,09-05-2012 13:59,big help
Makes the commuting fun & it helps me save time! Use it whenever I get in the car. A bug or two needs to be worked on for navigation on side streets.,5,08-10-2012 14:05,makes the commuting fun it helps me save time use it whenever i get in the car a bug or two needs to be worked on for navigation on side streets
"If you don't have this app, then you are seriously missing out.",5,15-05-2012 23:39,if you don t have this app then you are seriously missing out
love it on the whole Waze can be a bit temperamental  but it is gradually improving,4,26-07-2012 12:36,love it on the whole waze can be a bit temperamental but it is gradually improving
Cute gps,4,07-05-2012 21:19,cute gps
It's like a game,5,19-10-2012 20:42,it s like a game
Great job n well done,5,22-11-2012 08:14,great job n well done
Great social app for navigating..full of features..nice updated maps.. realtime traffic reports..and it's all free!! Thank you guys!!,5,20-06-2012 21:50,great social app for navigating full of features nice updated maps realtime traffic reports and it s all free thank you guys
Better than most sat navs that you buy in shops!,5,13-07-2012 23:56,better than most sat navs that you buy in shops
Love this app. Got stuck in traffic and thanks to this app was able to see what was going on and took a different way home. Saved us 2 hours!!,5,30-08-2012 02:13,love this app got stuck in traffic and thanks to this app was able to see what was going on and took a different way home saved us 2 hours
Better in some aspects thans google. But fairly consistant. Like the social aspect.,3,30-04-2012 15:30,better in some aspects thans google but fairly consistant like the social aspect
KEEPS ME FROM TRAFFIC....THE BEST,5,31-03-2012 02:16,keeps me from traffic the best
Very helpful. Info saves time and tickets.,4,20-09-2012 14:03,very helpful info saves time and tickets
"Updated map, but need updated point of interest. Navigation works well, and make it social is great.",4,01-05-2012 14:00,updated map but need updated point of interest navigation works well and make it social is great
This gps app is both useful and fun to use.,5,22-07-2011 23:07,this gps app is both useful and fun to use
Does what it should. Very good app,5,24-09-2011 05:43,does what it should very good app
Works pretty goodM,5,08-08-2012 17:19,works pretty goodm
This is a really good GPS compare my 6 different brand GPS. THIS ONE MORE ACCURATE.,5,24-03-2011 06:05,this is a really good gps compare my 6 different brand gps this one more accurate
Helps get you where you need to go while also beating traffic!,5,05-10-2012 17:04,helps get you where you need to go while also beating traffic
Appreciate the real time traffic updates!,5,19-11-2011 00:35,appreciate the real time traffic updates
Absolutely Wonderful !,5,17-11-2012 11:36,absolutely wonderful
Great navigation app. Use of user input is an amazing idea . My only request would be offline maps to minimize mobile data (Canada gets ripped off by our oligopoly )...although this app uses the least amount of data of any of the navigation apps I've tried .,5,11-07-2012 23:12,great navigation app use of user input is an amazing idea my only request would be offline maps to minimize mobile data canada gets ripped off by our oligopoly although this app uses the least amount of data of any of the navigation apps i ve tried
Only really useful in high density areas. But this app works quite well. Just wish there were more users in my area.,5,25-05-2012 20:03,only really useful in high density areas but this app works quite well just wish there were more users in my area
Coolest apps dat i had downloaded by far.,5,27-08-2012 03:03,coolest apps dat i had downloaded by far
Useful and user friendly,5,18-02-2012 15:24,useful and user friendly
I love proactive driver input! this is how society should create better efficiency. but not tracking mileage went out of wifi range renders it rather useless for tablet users if getting enough points to go beyond baby level means anything.,2,01-11-2012 23:53,i love proactive driver input this is how society should create better efficiency but not tracking mileage went out of wifi range renders it rather useless for tablet users if getting enough points to go beyond baby level means anything
Makes driving enjoyable,5,05-11-2011 00:05,makes driving enjoyable
Great app... but please add coordinates search functionality.,4,07-08-2011 20:10,great app but please add coordinates search functionality
In this version Spanish voice is not working as good as before.,3,16-08-2012 03:49,in this version spanish voice is not working as good as before
"Has helped us out of numerous traffic jams and I have helped others avoid traffic mess, road hazards, and highway patrol too.",5,30-04-2012 03:49,has helped us out of numerous traffic jams and i have helped others avoid traffic mess road hazards and highway patrol too
Constant updates to traffic.  Best I have seen.,5,24-10-2012 00:09,constant updates to traffic best i have seen
Great gps app lots of features,5,16-04-2011 17:09,great gps app lots of features
Crashes on HTC desire,1,09-10-2010 08:14,crashes on htc desire
I love this app best navigation tool ever!,5,03-04-2012 23:40,i love this app best navigation tool ever
