review_text,review_rating,review_timestamp,clean_review
this was supposed to be a helpful app but always crashes..,2,2016-01-24T13:12:30.000Z,this was supposed to be a helpful app but always crashes
"Don't waste your time for using this apps, the drivers are very stupid and evil",1,2015-07-10T01:34:03.000Z,don t waste your time for using this apps the drivers are very stupid and evil
You grab 5 star from me...,5,2016-07-05T09:54:09.000Z,you grab 5 star from me
"Very helpful to us who works late at night,..taxi is just in the tip of our fingers^^",5,2015-04-14T18:21:48.000Z,very helpful to us who works late at night taxi is just in the tip of our fingers
Tapi kadang driver nya suka ngelamain atau cancelled terus kalo lagi pake kode promo...,3,2016-04-26T10:05:45.000Z,tapi kadang driver nya suka ngelamain atau cancelled terus kalo lagi pake kode promo
"ayos,.lng kahit trapik liit pasahi hehehe",5,2016-10-23T05:12:07.000Z,ayos lng kahit trapik liit pasahi hehehe
You can book any taxi across all operator. Very good,4,2014-07-25T01:20:20.000Z,you can book any taxi across all operator very good
"very convenient, hope they give discount or lower the rate :)",4,2015-04-23T05:25:47.000Z,very convenient hope they give discount or lower the rate
Worth 5 star,5,2016-10-23T06:33:14.000Z,worth 5 star
This app sucks. It can't even find my address,1,2014-07-25T17:00:06.000Z,this app sucks it can t even find my address
There are a few times that it won't open but that rarely happens. Still deserves 5 stars because of the convenience it provides. Thank u Grab!,5,2016-07-28T01:37:36.000Z,there are a few times that it won t open but that rarely happens still deserves 5 stars because of the convenience it provides thank u grab
"Aplikasi yg sgt membantu, aman dan terpercaya. Dpt diskon pula!",5,2014-11-14T15:32:24.000Z,aplikasi yg sgt membantu aman dan terpercaya dpt diskon pula
This app is very convinient but the thing is most of the driver prefer to wait outside but overall its great app and great service,4,2015-03-29T03:51:09.000Z,this app is very convinient but the thing is most of the driver prefer to wait outside but overall its great app and great service
Grab taxi ok kaau libre sakay ayahay,5,2015-06-30T04:45:46.000Z,grab taxi ok kaau libre sakay ayahay
Oke bgt,5,2016-11-05T01:27:43.000Z,oke bgt
I just download it cause i want to earn free gems at dragon city..,4,2016-10-01T06:35:42.000Z,i just download it cause i want to earn free gems at dragon city
Usefull and friendly,4,2016-03-01T00:13:35.000Z,usefull and friendly
I feel safe when I use grab instead of regular taxi ..very helpful!,5,2016-09-22T15:07:29.000Z,i feel safe when i use grab instead of regular taxi very helpful
Perjalanan cepat menembus jakarta paling pas pake grab bike,5,2015-08-14T09:05:03.000Z,perjalanan cepat menembus jakarta paling pas pake grab bike
"I can't open this application..... ""grabtaxi has stopped""",2,2015-12-20T00:16:34.000Z,i can t open this application grabtaxi has stopped
What a nice app! So helpful to find a taxi. And yes please keep up the promo,4,2015-05-30T02:16:44.000Z,what a nice app so helpful to find a taxi and yes please keep up the promo
It is very convenient and useful,4,2015-05-03T08:12:51.000Z,it is very convenient and useful
Nice apps dude,5,2016-07-22T01:36:49.000Z,nice apps dude
Maps are not really updated which is absolutely confusing,2,2016-06-03T10:55:28.000Z,maps are not really updated which is absolutely confusing
Just amazing!!easier to book a cab now!!,5,2015-03-01T22:56:55.000Z,just amazing easier to book a cab now
My first experience was bad. But the second experience was a whole lot better. The level of convenience of this app-service is just awesome. Thank you for making this.,5,2015-06-02T15:25:10.000Z,my first experience was bad but the second experience was a whole lot better the level of convenience of this app service is just awesome thank you for making this
My commuting buddy! No more standing in long lines to take a ride. Just book and wait. Convenient too 'cause you can view a fare estimate point-to-point. ðŸ‘Œâ˜ðŸ‘,5,2016-10-10T13:52:10.000Z,my commuting buddy no more standing in long lines to take a ride just book and wait convenient too cause you can view a fare estimate point to point
"Sering-sering aja bikin promo, dijamin pelanggan akan selalu setia ðŸ˜„ðŸ˜„ðŸ˜„",5,2016-11-05T00:20:27.000Z,sering sering aja bikin promo dijamin pelanggan akan selalu setia
"Often impossible to exit the app, stays on your screen. The Grabcar  should be an option, not a first choice",2,2015-09-29T12:47:12.000Z,often impossible to exit the app stays on your screen the grabcar should be an option not a first choice
Perfect for rainy days.. no hassle.. will bring you home safe nd dry..,5,2015-07-21T05:50:01.000Z,perfect for rainy days no hassle will bring you home safe nd dry
"Driver grab bukan driver tp preman di lingkungan saya,  mohon ditindak lanjuti",1,2016-10-07T00:19:54.000Z,driver grab bukan driver tp preman di lingkungan saya mohon ditindak lanjuti
cool apps,4,2015-07-30T13:47:32.000Z,cool apps
Really useful!,5,2015-03-21T03:49:10.000Z,really useful
Doesn't get the pick up point right.,3,2016-05-21T03:54:24.000Z,doesn t get the pick up point right
"When I tried to add my condo via foursquare, the location was wayyyy off from where I was! There should be a way to add locations via postal code, not only foursquare or google. For some reason my address could not be found via google. -.-  Quite unusable for me until the positioning gets more accurate.",2,2014-06-11T01:35:56.000Z,when i tried to add my condo via foursquare the location was wayyyy off from where i was there should be a way to add locations via postal code not only foursquare or google for some reason my address could not be found via google quite unusable for me until the positioning gets more accurate
"Takes me at least 10 tries before getting a cab because the booking doesn't hold for long enough. 30s and before u know it, app tells u no taxi available. Wonder if cabbies have enough time to actually respond to my booking when they are driving. Other than that, experience has been pretty pleasant.",4,2014-12-05T02:36:43.000Z,takes me at least 10 tries before getting a cab because the booking doesn t hold for long enough 30s and before u know it app tells u no taxi available wonder if cabbies have enough time to actually respond to my booking when they are driving other than that experience has been pretty pleasant
Pesan ngga mau diambil,5,2016-06-07T04:57:26.000Z,pesan ngga mau diambil
So easy to use the apps..,5,2016-04-26T17:10:38.000Z,so easy to use the apps
"Banyak promo, mudah aplikasinya, banyak gratisannya.",5,2016-09-16T12:49:06.000Z,banyak promo mudah aplikasinya banyak gratisannya
Veru helpfull,5,2016-03-14T02:44:56.000Z,veru helpfull
Good but needs more improvement.,3,2015-06-26T06:41:25.000Z,good but needs more improvement
Very safe travel arrangement,5,2016-03-22T21:29:08.000Z,very safe travel arrangement
"Lenovo A536,Philippines",5,2016-12-02T04:23:24.000Z,lenovo a536 philippines
Taxi in just few clicks ;),5,2015-03-30T22:21:07.000Z,taxi in just few clicks
Didn't receive and cannot use promo code ..  But it really save cost,3,2015-09-14T08:02:24.000Z,didn t receive and cannot use promo code but it really save cost
Happy to have grab,5,2015-05-27T02:25:23.000Z,happy to have grab
Whats the new promo code for cebu? (Month of sept) ðŸ˜Š,5,2015-09-01T03:18:36.000Z,whats the new promo code for cebu month of sept
So helpful...thk u,5,2016-06-26T02:17:31.000Z,so helpful thk u
Waited for so long but then it's just a waste of time and MONEY. Promo doesn't exist. Most drivers reject the call.,1,2015-07-03T11:14:44.000Z,waited for so long but then it s just a waste of time and money promo doesn t exist most drivers reject the call
Very helpfull and prevent any misscommunication with the driver during my travelling in Vietnam,5,2016-05-14T14:17:16.000Z,very helpfull and prevent any misscommunication with the driver during my travelling in vietnam
Manta se mantapnya,5,2016-11-15T16:32:13.000Z,manta se mantapnya
Bring back the unlimited free booking + 50 pesos discount,4,2015-06-04T02:16:21.000Z,bring back the unlimited free booking 50 pesos discount
I have been using grab for most of my travel and so far i'm very satisfied. I don't own a car so this is very helpful for me.  If there would be sometime that my travel or request is not very satisfactory it is still tolerable as i'm not difficult to please as long as i arrived safe at the destination i requested and no harm happened along the way i'm good with grab.,5,2016-08-14T14:21:04.000Z,i have been using grab for most of my travel and so far i m very satisfied i don t own a car so this is very helpful for me if there would be sometime that my travel or request is not very satisfactory it is still tolerable as i m not difficult to please as long as i arrived safe at the destination i requested and no harm happened along the way i m good with grab
This is really a good app,5,2015-07-25T11:12:33.000Z,this is really a good app
CobÃ  dulu,4,2016-12-04T02:58:40.000Z,cob dulu
Sangat membantu untuk saya yang tidak suka tawar menawar ongkos,5,2016-09-18T14:38:12.000Z,sangat membantu untuk saya yang tidak suka tawar menawar ongkos
Fast respon & sangat membantu. Patut di contoh dalam segi pelayanan publik khususnya transportasi,5,2016-04-08T05:26:44.000Z,fast respon sangat membantu patut di contoh dalam segi pelayanan publik khususnya transportasi
"With the rampant crime, it is always safer AND smarter to use GrabTaxi than hail any other cab. Thinking that my 70 pesos booking fee is way too cheap than putting my life at risk.",5,2014-09-25T02:00:57.000Z,with the rampant crime it is always safer and smarter to use grabtaxi than hail any other cab thinking that my 70 pesos booking fee is way too cheap than putting my life at risk
We need this app.,5,2016-09-02T00:00:15.000Z,we need this app
Selalu suka dg applikasi ini jarang error n driver nya bagus2 semua pelayanannya slama sy menggunakan grabike,5,2016-05-22T07:50:13.000Z,selalu suka dg applikasi ini jarang error n driver nya bagus2 semua pelayanannya slama sy menggunakan grabike
"Really helpful, I use grabbike everyday to go to work & the driver was nice.",5,2016-06-12T03:26:25.000Z,really helpful i use grabbike everyday to go to work the driver was nice
It keeps on saying that I don't have internet connection. I use this app to go to work but ever since the update I can't seem to connect. I am on wifi when I book and it's a stable one FYI. Pls fix this.,1,2016-02-08T11:24:08.000Z,it keeps on saying that i don t have internet connection i use this app to go to work but ever since the update i can t seem to connect i am on wifi when i book and it s a stable one fyi pls fix this
Helpful n polite,5,2016-04-13T07:37:55.000Z,helpful n polite
never fails,5,2015-01-26T15:23:18.000Z,never fails
Tried so many times and no activation code sent! Waste of my data and time.,1,2015-03-17T10:15:31.000Z,tried so many times and no activation code sent waste of my data and time
cukup disapointed.,2,2016-07-27T01:16:58.000Z,cukup disapointed
Lebih murah..,5,2016-03-18T12:18:55.000Z,lebih murah
mantap lah,5,2016-05-17T04:25:05.000Z,mantap lah
very helpful in terms of transportation,5,2016-07-30T06:21:18.000Z,very helpful in terms of transportation
Very simple and quick,5,2015-08-17T14:20:29.000Z,very simple and quick
Its nice definently less expensive than ouber,4,2015-05-24T06:54:33.000Z,its nice definently less expensive than ouber
